text	pmcid	article_version	paragraph	sentence_range	rel	straininfo_si_id	straininfo_taxon	word_strain_qc	ner	word_qc_group	ontology_id	ontology_label	score_rel	ner_score	score_strain	strain_taxonomy_id	strain_taxonomy_label
Characterized soil isolates used in this study were deposited at the DSMZ culture collection. CPOH4 Cryptococcus podzolicus as DSM 27192, SSOH12 Pichia segobiensis as DSM 27193 and TPST6 Trichosporum porosum as DSM 27194.	PMC4052688	PMC4052688.1	12	1-2	STRAIN-ORGANISM:INHABITS	399644	Scheffersomyces segobiensis	ssoh12	ORGANISM	pichia segobiensis	NCBITaxon:45512	Scheffersomyces segobiensis	0.9917961359024048	0.8212577104568481	0.9684396982192993	NCBITaxon:45512	Scheffersomyces segobiensis
The Panel notes that the percentage of identity of the two strains is only discrete and that the species of Schizochytrium sp. ATCC 20888 is unknown and, therefore, the strain cannot be considered identified unambiguously at species level as requested by the above‐mentioned guidance.	PMC8802159	PMC8802159.1	19	3	STRAIN-ORGANISM:INHABITS	252881	Schizochytrium	sp. atcc 20888	ORGANISM	schizochytrium	NCBITaxon:4772	Schizochytrium	0.9989161491394043	0.7501698136329651	0.843506932258606	NCBITaxon:4772	Schizochytrium
On 18 July 2019, the company Bioplus Life Sciences submitted a request to the European Commission to authorize the use of Schizochytrium oil, obtained from Schizochytrium sp. ATCC 20889, in infant formulae food categories [ 66 ] ( https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2020.6242 ; accessed on 21 January 2023).	PMC10045275	PMC10045275.1	14	3	STRAIN-ORGANISM:INHABITS	209040	Schizochytrium	atcc 20889	ORGANISM	schizochytrium	NCBITaxon:4772	Schizochytrium	0.5560982823371887	0.786977231502533	0.7458969354629517	NCBITaxon:4772	Schizochytrium
The plasmids used in this study are summarized in Supplementary Table 7 . DNA fragments carrying PUFA synthase genes were amplified by PCR with the primers shown in Supplementary Table 8 and genomic DNA of Schizochytrium sp. (ATCC 20888, orfABC ; accession numbers AF378327 , AF378328 , AF378329 ), Shewanella oneidensis MR-1 (ATCC BAA-1096, SopfaABCDE ; accession number NC_004347 ), and Aureispira marina (JCM 23201, AmpfaABCDE ; accession number AB980240 ).	PMC5067506	PMC5067506.1	26	1-2	STRAIN-ORGANISM:INHABITS	252881	Schizochytrium	atcc 20888	ORGANISM	schizochytrium	NCBITaxon:4772	Schizochytrium	0.9997847676277161	0.7039371132850647	0.9464196264743805	NCBITaxon:4772	Schizochytrium
Furthermore, we identified a gene cluster and 10 ORFs related to PKS pathway containing domains with homology to those in Shewanella pneumatophori (GenBank accession number U73935.1. ), Schizochytrium sp. ATCC_20888 (GenBank accession number AF378327 , AF378328 , AF378329 ) and Moritella (GenBank accession number AB025342.1 ).	PMC7179369	PMC7179369.1	19	2	STRAIN-ORGANISM:INHABITS	252881	Schizochytrium	. atcc_20888	ORGANISM	schizochytrium	NCBITaxon:4772	Schizochytrium	0.9537081718444824	0.7630975842475891	0.7315367460250854	NCBITaxon:4772	Schizochytrium
Most laboratory fission yeast strains have three chromosomes, but the recently identified strain CBS2777 has a fourth chromosome that originated via a series of complex genomic rearrangements ( Brown et al., 2014 , 2011 ; Rhind et al., 2011 ). CBS2777 had the shortest RLS of 22.7 generations (95% CI 21.9–23.6 generations), consistent with its aberrant genome and altered genome maintenance ( Brown et al., 2014 ).	PMC5332158	PMC5332158.1	18	5-6	STRAIN-ORGANISM:INHABITS	118749	Schizosaccharomyces pombe	cbs2777	ORGANISM	fission yeast	NCBITaxon:4896	Schizosaccharomyces pombe	0.9700134992599487	0.929999828338623	0.8744661808013916	NCBITaxon:4896	Schizosaccharomyces pombe
NGS-assisted BSA has been successfully applied in the budding yeast Sa . cerevisiae to uncover the genetic basis of Mendelian traits (Birkeland et al. 2010 ; Wenger et al. 2010 ) and multi-gene traits (Ehrenreich et al. 2010 ; Magwene et al. 2011 ; Parts et al. 2011 ; Swinnen et al. 2012 ). In this study, we applied this method to identify the causal gene of the Mal - phenotype of the fission yeast strain CBS5557.	PMC4700965	PMC4700965.1	7	7-8	STRAIN-ORGANISM:INHABITS	65325	Schizosaccharomyces pombe	cbs5557	ORGANISM	fission yeast	NCBITaxon:4896	Schizosaccharomyces pombe	0.9995299577713013	0.93523308634758	0.8643879294395447	NCBITaxon:4896	Schizosaccharomyces pombe
In this study, we performed detailed analysis of the sequence variants in CBS5557 genome and demonstrated that NGS-assisted BSA is a powerful tool for elucidating the genetic basis of natural trait variations in fission yeast by mapping and identifying the gene underlying the Mal - phenotype of CBS5557.	PMC4700965	PMC4700965.1	37	1	STRAIN-ORGANISM:INHABITS	65325	Schizosaccharomyces pombe	cbs5557	ORGANISM	fission yeast	NCBITaxon:4896	Schizosaccharomyces pombe	0.8806431889533997	0.9397661983966827	0.9330194592475891	NCBITaxon:4896	Schizosaccharomyces pombe
Notes : An authentic isolate of Phoma versabilis (CBS 876.97), which morphologically agrees well with the original description of this species ( Boerema et al. 2004 ), grouped in the Ascochyta clade. Thus, Ascochyta versabilis was introduced as a new combination.	PMC4774273	PMC4774273.1	678	1-2	STRAIN-ORGANISM:INHABITS	175798	Sclerotiophoma versabilis	cbs 876.97	ORGANISM	phoma versabilis	NCBITaxon:2698418	Sclerotiophoma versabilis	0.9997876286506653	0.8245753645896912	0.7860478162765503	NCBITaxon:2698418	Sclerotiophoma versabilis
In Watanabe et al. (2016) , the combination Synnemapestaloides foliicola was introduced to accommodate Sarcostroma foliicola using strain NBRC 32676 (= CBS 477.77). However, NBRC 32676 was not the ex-type strain of Seimatosporium foliicola , and therefore Syn. foliicola and Sar. foliicola are not listed as synonyms.	PMC6298422	PMC6298422.1	667	1-2	STRAIN-ORGANISM:INHABITS	124977	Seimatosporium foliicola	nbrc 32676	ORGANISM	sarcostroma foliicola	NCBITaxon:909097	Seimatosporium foliicola	0.9569571614265442	0.7718949317932129	0.9828142523765564	NCBITaxon:909097	Seimatosporium foliicola
Closest hits using the tef1 sequence had highest similarity to Septoria protearum (strain CBS 778.97, GenBank KF253472.1 ; Identities = 387/387 (100 %), no gaps), Septoria citri (strain CBS 315.37, GenBank JX901706.1 ; Identities 396/396 (100 %), no gaps), Septoria chamaecisti (strain CBS 350.58, GenBank KF253318.1 ; Identities = 387/387 (100 %), no gaps), and Septoria citricola (strain CBS 356.36, GenBank KF253329.1 ; Identities = 387/388 (99 %), one gap (0 %)).	PMC8165967	PMC8165967.1	374	4	STRAIN-ORGANISM:INHABITS	160827	Septoria chamaecysti	cbs 350.58	ORGANISM	septoria chamaecisti	NCBITaxon:1125865	Septoria chamaecysti	0.9999011754989624	0.9519057869911194	0.974453866481781	NCBITaxon:1125865	Septoria chamaecysti
To conduct additional comparative analyses, we sequenced, assembled and annotated the genomes of four culturable chytrid species: Chytridium confervae CBS 675.73, Powellomyces hirtus CBS 809.83, Spizellomyces palustris ( = Phlyctochytrium palustre ) CBS 455.65, and Synchytrium microbalum JEL517. Species identity was confirmed using rDNA sequences (NCBI: MH660417- MH660420 11 ).	PMC6572847	PMC6572847.1	7	5-6	STRAIN-ORGANISM:INHABITS	166879	Spizellomyces sp. 'palustris'	cbs 455.65	ORGANISM	spizellomyces palustris	NCBITaxon:117820	Spizellomyces sp. 'palustris'	0.7070382237434387	0.8236560225486755	0.7216322422027588	NCBITaxon:117820	Spizellomyces sp. 'palustris'
Three new plastid genomes were sequenced from the non-photosynthetic chrysophte genera Spumella, Pedospumella and Poteriospumella ( Table 1 ). The structures and coding capacities of these genomes were compared to those of the published genomes of the related photosynthetic chrysophyte Ochromonas sp. CCMP1393 and synuralean species ( Ševčíková et al., 2015 ; Kim et al., 2019 ) and the non-photosynthetic “Spumella” sp. NIES-1846 ( Dorrell et al., 2019 ).	PMC7511666	PMC7511666.1	15	1-2	STRAIN-ORGANISM:INHABITS	357991	Spumella	sp. nies-1846	ORGANISM	spumella	NCBITaxon:89043	Spumella	0.9998371601104736	0.7704312801361084	0.8488258123397827	NCBITaxon:89043	Spumella
The sec A gene encodes a protein translocase subunit involved in the hydrolysis of ATP to transfer proteins into the thylakoid lumen. The sec A gene is known to be absent in the glaucophytes, land plants and green algae, but is present in rhodophytes and the red alga-derived plastid genomes of cryptophytes, haptophytes, and stramenopiles. Colorless cryptophytes and diatoms ( Nitzschia spp.) possess the gene ( Dorrell et al., 2019 ; Tanifuji et al., 2020 ), but “ Spumella ” sp. NIES-1846 has lost it.	PMC7511666	PMC7511666.1	27	1-3	STRAIN-ORGANISM:INHABITS	357991	Spumella	. nies-1846	ORGANISM	spumella	NCBITaxon:89043	Spumella	0.9994352459907532	0.7030591368675232	0.8268494009971619	NCBITaxon:89043	Spumella
Notes : This species was originally reported as Acremonium dichromosporum in section Gliomastix ( Gams 1975 ). The multi-locus phylogenetic analysis placed the ex-type strain (CBS 638.73) in the genus Stanjemonium ( Fig. 2 ) .	PMC11182610	PMC11182610.1	823	1-2	STRAIN-ORGANISM:INHABITS	107243	Stanjemonium dichromosporum	cbs 638.73	ORGANISM	acremonium dichromosporum	NCBITaxon:706493	Stanjemonium dichromosporum	0.5701518058776855	0.8944625854492188	0.9497791230678558	NCBITaxon:706493	Stanjemonium dichromosporum
Pleospora herbarum (CBS 191.86) and Stemphylium botryosum (CBS 714.68) were selected as the outgroup ( Samarakoon et al. 2020 ). The phylogenetic tree revealed that the two isolated strains, CFCC 72641 and CFCC 72647, formed a distinct clade with strong support values of 99/1 ( ML / BI ) (Fig. 3 ). This clade did not cluster with any known species, indicating their status as a novel species.	PMC12550508	PMC12550508.1	15	4-6	STRAIN-ORGANISM:INHABITS	176367	Stemphylium vesicarium	cbs 191.86	ORGANISM	pleospora herbarum	NCBITaxon:119933	Stemphylium vesicarium	0.9998601675033569	0.8902880251407623	0.902745395898819	NCBITaxon:119933	Stemphylium vesicarium
To clarify the relationship between endophytic strains named as shiraia-like ( Shiraia spp.) and Shiraiaceae , a phylogenetic tree was constructed (RAxML (GTR+G model), based on combined LSU and ITS sequences data and compared. The combined alignment comprises 1442 characters including gaps for 57 ingroup taxa and one outgroup taxon Pleospora herbarum (CBS 191.86). Of the 1442 characters of the combined matrix, 1116 were constant and 220 were parsimony informative.	PMC6726671	PMC6726671.1	24	1-3	STRAIN-ORGANISM:INHABITS	176367	Stemphylium vesicarium	cbs 191.86	ORGANISM	pleospora herbarum	NCBITaxon:119933	Stemphylium vesicarium	0.5109845399856567	0.9125994443893433	0.74475958943367	NCBITaxon:119933	Stemphylium vesicarium
In the case of Alternaria strains, the ITS sequences of the producer strains were aligned to those of the ex-type and representative strains [ 28 , 29 ] using the CLUSTAL_X software [ 30 ]. The species involved and the GenBank accession numbers of their sequences are given in S1 Table . The ITS sequence of the strain CBS 191.86 of Stemphylium herbarum ( KC584239 ) was used as the outgroup. The phylogenetic tree was constructed with the neighbor-joining method using 1,000 bootstrap replicates [ 31 ].	PMC6529008	PMC6529008.1	8	1-4	STRAIN-ORGANISM:INHABITS	176367	Stemphylium vesicarium	cbs 191.86	ORGANISM	stemphylium herbarum	NCBITaxon:119933	Stemphylium vesicarium	0.9946463704109192	0.9609442949295044	0.9291543960571289	NCBITaxon:119933	Stemphylium vesicarium
Moreover, Stemphylium herbarum CBS 191.86 [ 31 ], Talaromyces flavus CBS 310.38 [ 30 ], Cercospora beticola CBS 116,456 [ 56 ] and Neurospora crassa OR74A [ 57 ] were included as outgroups for phylogenetic analysis of Alternaria , Aspergillus and Penicillium , Cladosporium and Fusarium , respectively.	PMC10057975	PMC10057975.1	19	3	STRAIN-ORGANISM:INHABITS	176367	Stemphylium vesicarium	cbs 191.86	ORGANISM	stemphylium herbarum	NCBITaxon:119933	Stemphylium vesicarium	0.9989328980445862	0.9130791425704956	0.8008860945701599	NCBITaxon:119933	Stemphylium vesicarium
(BCRC 10447/ATCC 6633), Listeria monocytogenes (BCRC 14848/ATCC 19114), Acinetobacter baumannii (BCRC 10591/ATCC 19606), Salmonella enterica subspecies . (BCRC 12947/ATCC 13311), Klebsiella pneumoniae (BCRC 16082/ATCC 4352), Penicillium funiculosum (BCRC 30438/ATCC 11797), and Candida albicans (BCRC 21538/ATCC10231).	PMC5369164	PMC5369164.1	10	5-6	STRAIN-ORGANISM:INHABITS	106284	Talaromyces funiculosus	atcc 11797	ORGANISM	penicillium funiculosum	NCBITaxon:28572	Talaromyces funiculosus	0.9996613264083862	0.9855073094367981	0.8210650086402893	NCBITaxon:28572	Talaromyces funiculosus
A strain of Penicillium pinophilum (ATCC 9644) was purchased from LGC Standards GmbH and was used for the production of the enzyme, the PHB-depolymerase. The microorganism was stored in liquid Nitrogen (LN 2 ) for reuse in further enzyme production. As an initial step in the production process of PHB-depolymerase, a preculture, with a volume of 300 mL, was carried out in a mineral salt medium.	PMC4190121	PMC4190121.1	11	1-3	STRAIN-ORGANISM:INHABITS	264453	Talaromyces pinophilus	atcc 9644	ORGANISM	penicillium pinophilum	NCBITaxon:128442	Talaromyces pinophilus	0.9854124188423157	0.7035363912582397	0.909948855638504	NCBITaxon:128442	Talaromyces pinophilus
The enzyme production depends on the culture time and the temperature at which the microorganism grows. According to the literature, the maximum quantity of PHB-depolymerase is being produced in the stationary phase at 30°C [ 10 , 24 ]. The microorganism was cultured at 30°C for 8 days and then the purified enzyme was examined. Table 1 shows the purification results of extracellular PHB-depolymerase from Penicillium pinophilum (ATCC 9644).	PMC4190121	PMC4190121.1	18	1-4	STRAIN-ORGANISM:INHABITS	264453	Talaromyces pinophilus	atcc 9644	ORGANISM	penicillium pinophilum	NCBITaxon:128442	Talaromyces pinophilus	0.9944987893104553	0.8900504112243652	0.8350321650505066	NCBITaxon:128442	Talaromyces pinophilus
In this work, the PHB-depolymerase of Penicillium pinophilum (ATCC 9644) was isolated and purified without using chromatography. Applying gel electrophoresis (SDS-PAGE, 12% polyacrylamide), the molecular weight of the purified enzyme was estimated to be about 35 kDa. The enzyme activity of the isolated enzyme was determined as well. The end result of this research is the use of the isolated enzyme in biodegradation studies of PHB-based products.	PMC4190121	PMC4190121.1	8	1-4	STRAIN-ORGANISM:INHABITS	264453	Talaromyces pinophilus	atcc 9644	ORGANISM	penicillium pinophilum	NCBITaxon:128442	Talaromyces pinophilus	0.9996485710144043	0.7240589261054993	0.8788303434848785	NCBITaxon:128442	Talaromyces pinophilus
Typus . Since no holotype is known herbarium CBS-H-21052 (dried specimen) is here designated as neotype. It is derived from CBS 132704, isolated from aircraft fuel tank from United Kingdom. CBS 370.48 was used by Raper & Thom to describe Penicillium rubrum , but it no longer displays all diagnostic characters.	PMC3589794	PMC3589794.1	32	1-4	STRAIN-ORGANISM:INHABITS	106445	Talaromyces ruber	cbs 370.48	ORGANISM	penicillium rubrum	NCBITaxon:1266769	Talaromyces ruber	0.9989245533943176	0.7861272990703583	0.9105146527290344	NCBITaxon:1266769	Talaromyces ruber
Penicillium varians (CBS 386.48) was purchased from Centraalbureau voor Schimmelcultures, Baarn-Delft (the Netherlands). The culture was maintained according to Haworth et al. [ 1 ], and grown under the conditions previously described, with glucose (5 g/L) as a carbon source according to Bordoni et al. [ 17 ].	PMC3520571	PMC3520571.1	21	1-2	STRAIN-ORGANISM:INHABITS	119985	Talaromyces varians	cbs 386.48	ORGANISM	penicillium varians	NCBITaxon:1131668	Talaromyces varians	0.8676257133483887	0.8905169665813446	0.6609923541545868	NCBITaxon:1131668	Talaromyces varians
Sample “Now” required subcloning into Escherichia coli cells. The results proved that the sample was indeed a mixture. Of 17 clones chosen, 16 almost identical clones were related to species of Scenedesmaceae [e.g., Scenedesmus dimorphus (UTEX417 and UTEX1237) or Acutodesmus obliquus (SAG276-10)]. One clone was related to Chlorella lewinii (strain CCAP211-90). Given the large number of Scenedesmaceae-related clones, these almost certainly account for the dominant features of the “Now” glycan pattern.	PMC8107433	PMC8107433.1	33	1-5	STRAIN-ORGANISM:INHABITS	346257	Tetradesmus obliquus	sag276-10	ORGANISM	acutodesmus obliquus	NCBITaxon:3088	Tetradesmus obliquus	0.9462003111839294	0.9051958322525024	0.8507799804210663	NCBITaxon:3088	Tetradesmus obliquus
The S. dubia strain (SAG 17.86) was obtained from the Culture Collection of Algae at the University of Göttingen, whereas the Tetraselmis sp. strain (CCMP 881) was obtained from the Bigelow National Center for Marine Algae and Microbiota (Maine, USA). For DNA isolation, DNA sequencing and gene annotation, we used the methodologies we previously described for the plastomes of the same algal strains (Turmel et al. 2016 ).	PMC7721006	PMC7721006.1	4	1-2	STRAIN-ORGANISM:INHABITS	211167	Tetraselmis	ccmp 881	ORGANISM	tetraselmis	NCBITaxon:3164	Tetraselmis	0.999873161315918	0.7985932230949402	0.8683104515075684	NCBITaxon:3164	Tetraselmis
It is worth noting that strain CCMP1059 obtained from the Provasoli-Guillard National Centre of Marine Phytoplankton is classified as Thalassiosira sp. (NCMA, https://ncma.bigelow.org/CCMP1059 ). However, upon sequence analysis of the ITS2 region by Argyle et al. (2021b) , it mapped most closely to Cyclotella striata (94.17% identity; Table S1 ).	PMC10595192	PMC10595192.1	16	3-4	STRAIN-ORGANISM:INHABITS	211381	Thalassiosira	ccmp1059	ORGANISM	thalassiosira	NCBITaxon:35127	Thalassiosira	0.9996553659439087	0.9427595734596252	0.9834008812904358	NCBITaxon:35127	Thalassiosira
Secondly, two sequences attributed to T. minima ( DQ093366.1 , CCMP991 and DQ514876 , CCMP990) differed phylogenetically as well. The former was closest to Bacterosira bathyomphala while the latter was closest to CCMP985 ( JX437382 ), Thalassiosira floridana (currently synonymized to T. minima in Hasle [38] . Again, two of these strains had been grown earlier in our Mount Allison lab and we have SEM images for CCMP985 ( Fig. 4B ) and CCMP991 ( Fig. 4C ) .	PMC3448646	PMC3448646.1	24	1-3	STRAIN-ORGANISM:INHABITS	211747	Thalassiosira minima	ccmp985	ORGANISM	thalassiosira floridana	NCBITaxon:340022	Thalassiosira minima	0.9576753973960876	0.7978723049163818	0.9795852899551392	NCBITaxon:340022	Thalassiosira minima
Recently we characterized a twintron-like arrangement (or ‘nested’ intron) at position S1247 in the mitochondrial DNA (mtDNA) small ribosomal subunit ( rns ) gene of Chaetomium thermophilum var. thermophilum La Touche (strain DSM 1495). The external intron encodes a double-motif LAG HEase ORF (I-CthI) which is interrupted by an internal ORF-less group IIA1 intron [ 21 ].	PMC4801052	PMC4801052.1	5	1-2	STRAIN-ORGANISM:INHABITS	112134	Thermochaetoides thermophila	dsm 1495	ORGANISM	chaetomium thermophilum	NCBITaxon:209285	Thermochaetoides thermophila	0.93475341796875	0.8490300178527832	0.8848381042480469	NCBITaxon:209285	Thermochaetoides thermophila
The full-length gene coding for CtSpf1 (Uniprot: G0S4Z4) with two introns was amplified from the genomic DNA of Chaetomium thermophilum (DSM1495) with primers CtSpf1-22b-F and CtSpf1-22b-R. The PCR products were cloned into the pET-22b vector using the NEBbuilder HiFi DNA Assembly Master mix, yielding construct pET-22b-CtSpf1 introns .	PMC11541931	PMC11541931.1	28	1-2	STRAIN-ORGANISM:INHABITS	112134	Thermochaetoides thermophila	dsm1495	ORGANISM	chaetomium thermophilum	NCBITaxon:209285	Thermochaetoides thermophila	0.9996243715286255	0.9644551873207092	0.8881475925445557	NCBITaxon:209285	Thermochaetoides thermophila
Coccidioides immitis (RS) ( Sharpton and Stajich 2009 ) , Thielavia terrestris (NRRL 8126) ( Berka et al. 2011 ) , Myceliophthora thermophile (ATCC 42464) ( Berka et al. 2011 ) , N. crassa (OR74A) ( Galagan et al. 2003 ) , Z. tritici (IPO323) ( Goodwin et al. 2011 ) , Cordyceps militaris (CM01) ( Zheng et al. 2011 ), and L. maculans “brassicae” (v23.1.3) ( Rouxel et al. 2011 ) all have assemblies with <50 scaffolds and we consider these to be of “good quality”.	PMC4943192	PMC4943192.1	33	2	STRAIN-ORGANISM:INHABITS	112214	Thermothelomyces thermophilus	atcc 42464	ORGANISM	myceliophthora thermophila	NCBITaxon:78579	Thermothelomyces thermophilus	0.9998859167098999	0.9881595969200134	0.8377368152141571	NCBITaxon:78579	Thermothelomyces thermophilus
Data derived from BLASTn results using the ITS-rDNA region as a molecular marker showed that isolate M.7.7 had 99% sequence identity with Myceliophthora thermophila strain ATCC 42464. Phylogenetic analyses using the neighbor-joining algorithm indicated that isolate M.7.7 clustered with strain ATCC 42464 and this grouping was confirmed by 99% of bootstrap support ( Figure 5 ).	PMC3768882	PMC3768882.1	23	4-5	STRAIN-ORGANISM:INHABITS	112214	Thermothelomyces thermophilus	atcc 42464	ORGANISM	myceliophthora thermophila	NCBITaxon:78579	Thermothelomyces thermophilus	0.7193343639373779	0.926704466342926	0.7602985501289368	NCBITaxon:78579	Thermothelomyces thermophilus
Myceliophthora thermophila (CBS 866.85) and Rhizomucor pusillus (CBS 354.68) were purchased from the CBS-KNAW collection (Utrecht, The Netherlands). Trichoderma viride (DSM 63065) was purchased from the DSMZ GmbH collection (Braunschweig, Germany).	PMC9785053	PMC9785053.1	47	1-2	STRAIN-ORGANISM:INHABITS	173828	Thermothelomyces thermophilus	cbs 866.85	ORGANISM	myceliophthora thermophila	NCBITaxon:78579	Thermothelomyces thermophilus	0.9981030225753784	0.9829646944999695	0.696397215127945	NCBITaxon:78579	Thermothelomyces thermophilus
Myceliophthora thermophila ATCC 42464 was used as the source of genomic DNA (purchased from ATCC). P. pastoris (strain X-33), E. coli (strain DH5α) and expression vectors pPICZαA are in storage in our laboratory. Yeast extract peptone dextrose (YPD) and buffered minimal glycerol (BMGY) media were used for the cultivation of P. pastoris . Gene expression was induced in buffered minimal methanol medium (BMMY).	PMC5817056	PMC5817056.1	8	1-4	STRAIN-ORGANISM:INHABITS	112214	Thermothelomyces thermophilus	atcc 42464	ORGANISM	myceliophthora thermophila	NCBITaxon:78579	Thermothelomyces thermophilus	0.7924241423606873	0.887753963470459	0.6733647584915161	NCBITaxon:78579	Thermothelomyces thermophilus
Poria placenta (strains AM 36 and AM 38), Inonotus radiatus (AM 70), Armillaria mellea (strains AM 296 and AM 461), Laetiporus sulphureus (strains AM 498 and AM 515) and Pholiota aurivella (AM 522) were obtained from the collection of Wrocław University of Environmental and Life Sciences (Wrocław, Poland). Pycnoporus cinnabarinus (DSM 3022), Pycnoporus cinnabarinus (DSM 15225), Pleurotus sapidus (DSM 8266) and Agrocybe aegerita (DSM 22459) were purchased from DSMZ GmbH collection (Braunschweig, Germany).	PMC10784365	PMC10784365.1	15	1-2	STRAIN-ORGANISM:INHABITS	79402	Trametes cinnabarina	dsm 3022	ORGANISM	pycnoporus cinnabarinus	NCBITaxon:5643	Trametes cinnabarina	0.9990014433860779	0.9777708053588867	0.9538343548774719	NCBITaxon:5643	Trametes cinnabarina
Poria placenta (strains AM 36 and AM 38), Inonotus radiatus (AM 70), Armillaria mellea (strains AM 296 and AM 461), Laetiporus sulphureus (strains AM 498 and AM 515) and Pholiota aurivella (AM 522) were obtained from the collection of Wrocław University of Environmental and Life Sciences (Wrocław, Poland). Pycnoporus cinnabarinus (DSM 3022), Pycnoporus cinnabarinus (DSM 15225), Pleurotus sapidus (DSM 8266) and Agrocybe aegerita (DSM 22459) were purchased from DSMZ GmbH collection (Braunschweig, Germany).	PMC10784365	PMC10784365.1	15	1-2	STRAIN-ORGANISM:INHABITS	399744	Trametes cinnabarina	dsm 15225	ORGANISM	pycnoporus cinnabarinus	NCBITaxon:5643	Trametes cinnabarina	0.9997598528862	0.9757713079452515	0.9564852714538574	NCBITaxon:5643	Trametes cinnabarina
In the strain catalog of NBRC, NBRC 31294 is listed under the name Hypocrea nigricans , which is the synonym for H. lixii ( Chaverri and Samuels, 2002 ). Based on morphological and DNA sequence information, strain THIF08 was identified as T. harzianum .	PMC8209446	PMC8209446.1	25	2-3	STRAIN-ORGANISM:INHABITS	63458	Trichoderma lixii	nbrc 31294	ORGANISM	hypocrea nigricans	NCBITaxon:1491472	Trichoderma lixii	0.9490590691566467	0.978499174118042	0.9864629805088043	NCBITaxon:1491472	Trichoderma lixii
Fungal reference strains were used for the study: Aspergillus niger (ATCC 6275), Chaetomium globosum (ATCC 6205), Gliocladium virens (ATCC 9645), oraz Paecilomyces variotti (ATCC 18502).	PMC8002082	PMC8002082.1	23	1	STRAIN-ORGANISM:INHABITS	264452	Trichoderma virens	atcc 9645	ORGANISM	gliocladium virens	NCBITaxon:29875	Trichoderma virens	0.9999125003814697	0.985207736492157	0.8683856427669525	NCBITaxon:29875	Trichoderma virens
Studies in the following years focused on field samples of Trichodesmium collected from different regions of the Atlantic, Indian, and Pacific Oceans as well as the laboratory strains of T. erythraeum , IMS101 and NIBB1067. Additional to glutaraldehyde and paraformaldehyde, ethanol was also introduced as a fixative compound.	PMC11515819	PMC11515819.1	14	1-2	STRAIN-ORGANISM:INHABITS	212023	Trichodesmium	ims101	ORGANISM	trichodesmium	NCBITaxon:1205	Trichodesmium	0.667323887348175	0.8956435918807983	0.9406426548957825	NCBITaxon:1205	Trichodesmium
Experiments were performed with Trichodesmium erythraeum IMS101, which was isolated from the coastal waters off North Carolina in 1991 ( Prufert-Bebout et al., 1993 ). Cultures were maintained in 0.2 μm sterile-filtered YBC-II growth media, prepared as described in Chen et al. (1996) , with modulation of the KH 2 PO 4 concentration as described below. Cultures were grown at 24°C on a shaker table (80 rpms) in a 12:12 light:dark cycle (∼70 μmol quanta m -2 s -1 ).	PMC6411698	PMC6411698.1	6	1-3	STRAIN-ORGANISM:INHABITS	212023	Trichodesmium	erythraeum ims101	ORGANISM	trichodesmium	NCBITaxon:1205	Trichodesmium	0.9994621872901917	0.7191317677497864	0.8010305166244507	NCBITaxon:1205	Trichodesmium
Indeed, the strains of Trichodesmium erythraeum commonly used in culture studies, i.e., NIBB1067 and IMS101, were collected from the coastal waters of Japan and North Carolina, respectively (Ohki and Fujita, 1982 ; Prufert-Bebout et al., 1993 ), where surface water DIN concentrations are at least episodically elevated.	PMC3476826	PMC3476826.1	15	2	STRAIN-ORGANISM:INHABITS	212023	Trichodesmium	ims101	ORGANISM	trichodesmium	NCBITaxon:1205	Trichodesmium	0.9716985821723938	0.7125634551048279	0.9833231568336487	NCBITaxon:1205	Trichodesmium
Trichodesmium erythraeum IMS101 cells were acquired from the Bigelow Laboratory for Ocean Sciences (East Boothbay, ME, USA). They were grown in an New Brunswick (Hamburg, Germany) Innova 44R incubator at 24 °C with 80 μE/m 2 /s with 12h light/12h dark cycles. Cells were grown in artificial seawater YBC-II medium [ 44 ] at pH 8.15-8.20. Where specified, KNO 3 was added to final concentration of 100 μM. All chemicals were obtained from Sigma-Aldrich (St. Louis, MO).	PMC5244712	PMC5244712.1	32	1-6	STRAIN-ORGANISM:INHABITS	212023	Trichodesmium	erythraeum ims101	ORGANISM	trichodesmium	NCBITaxon:1205	Trichodesmium	0.999480664730072	0.6719745397567749	0.6864080429077148	NCBITaxon:1205	Trichodesmium
Trichodesmium erythraeum IMS101 ( Trichodesmium ) was grown on an orbital shaker (150 rpm) under a 12h dark: 12h light cycle (ca. 130 μmol photons m -2 s -1 ) in modified YBC-II medium ( Polyviou et al., 2015 ; Snow et al., 2015a ) having a final EDTA concentration of 20 μM ( Hong et al., 2017 ).	PMC5776111	PMC5776111.1	7	1-2	STRAIN-ORGANISM:INHABITS	212023	Trichodesmium	erythraeum ims101	ORGANISM	trichodesmium	NCBITaxon:1205	Trichodesmium	0.9767802357673645	0.7903586030006409	0.6927437782287598	NCBITaxon:1205	Trichodesmium
